2,17.28
3,18.49
4,24.439999999999998
4,20.03
5,17.770000000000003
5,20.16
2,10.7
4,24.75
5,36.36
1,9.93
3,10.799999999999999
5,17.03
3,16.78
5,42.57
5,22.55
3,15.52
4,23.59
2,14.07
3,18.82
1,7.99
1,9.48
1,5.7
3,11.39
4,15.13
5,28.770000000000003
4,17.92
3,13.52
1,4.87
5,25.36
4,25.15
2,13.78
4,20.620000000000005
5,18.31
1,9.52
4,21.87
3,20.89
3,14.11
5,28.740000000000002
3,13.75
5,20.32
4,13.25
1,2.6
1,3.65
5,21.41
2,18.53
2,17.52
2,6.06
5,23.820000000000004
1,4.15
4,27.17
4,22.91
4,32.989999999999995
5,26.41
3,10.51
5,15.18
3,14.41
2,11.75
3,22.28
5,30.099999999999998
1,4.54
5,22.37
4,10.02
1,8.21
2,19.22
5,24.54
3,16.39
2,14.170000000000002
3,16.09
5,19.76
3,18.02
1,8.51
3,18.82
3,17.15
4,23.28
1,7.22
4,21.18
2,9.23
3,18.11
2,8.84
2,7.2700000000000005
2,9.48
4,28.360000000000003
2,6.13
3,22.990000000000002
4,23.43
5,16.290000000000003
2,14.61
1,3.14
3,20.4
1,2.9
4,20.91
1,6.52
3,27.79
4,31.990000000000002
2,15.13
4,14.24
5,24.94
5,33.79
4,16.36
4,29.380000000000003
1,7.17
5,25.89
1,2.62
2,10.03
5,28.0
1,7.63
1,4.75
4,24.79
2,15.57
5,34.27
1,8.48
2,7.4399999999999995
1,2.01
4,17.7
1,2.76
3,18.09
3,13.45
1,5.39
2,12.03
5,32.08
1,3.08
3,12.3
5,24.25
1,6.94
4,24.119999999999997
2,3.83
3,18.630000000000003
2,16.64
1,7.2
1,8.75
1,1.96
1,5.37
4,25.35
2,8.629999999999999
5,27.78
3,13.59
5,24.99
3,15.07
1,9.4
4,22.439999999999998
5,20.5
2,9.370000000000001
3,18.25
2,17.900000000000002
1,5.6
4,15.34
1,9.16
2,10.85
5,24.15
1,4.28
1,1.63
4,18.07
5,22.319999999999997
5,28.640000000000004
2,9.129999999999999
4,16.369999999999997
2,13.6
4,21.74
2,14.469999999999999
3,15.59
5,21.28
5,34.38
5,23.23
2,12.55
1,9.91
2,11.25
3,16.400000000000002
